Population,Stat Area,CU,Year,Original Escapement Estimate,Database Estimate,Recommended Estimate,# Surveys Used in Estimate,Analysis Method (Pre 2004),Analysis Reliability (Pre 2004),Annual Est. Method,Annual Est. Classification,Recommended Method,Recommended Classification,Peak Timing Covered? (Y/N) (Peak Time),QA Comments,Annual Est. Rationale,AUC Recalculation,# of Surveys
tyler_ck,6,hecate_strait_mainland,2005,NA,A/P,313,3,,,5,6,1,5,N (Oct C - Nov A),"Peak timing was not seen, however there was an inspection taken on October 8th that is fairly close, enough to have a low reliability peak count. Recommend that the peak count of 313 from the peak inspection stated in the rationale is valid, with a reliability of 5 and method of 1.","Peak count for coho was 330. From the last inspection assume that the 313 seen below the lake would spawn there and that approx. the same number would spawn above the lake. Would estimate the total escapement to exceed 600. No counts were made on the spawning area above the lake, the estimate is based on past knowledge.
",,3
tyler_ck,6,hecate_strait_mainland,2006,NA,A/P,A/P,4,,,5,6,,6,N (Oct C - Nov A),"Escapement estimate is valid. Peak timing was not seen, not enough information to generate an escapement estimate.","Coho estimate from coho observed holding in lower half of creek. Escapement estimate of 300 coho, 600 pink and 2750 chum.
",,4
tyler_ck,6,hecate_strait_mainland,2007,NA,A/P,130,4,,,5,6,1,5,Y (Oct C - Nov A),"Original estimate was stated as A/P. However peak timing was seen and there was an inspection taken on November 9th that can provide a low reliability peak count. Recommend that the peak count of 130 from the peak inspection stated in the rationale is valid, with a reliability of 5 and method of 1.","Coho - Highest single count 130.
",,4
tyler_ck,6,hecate_strait_mainland,2008,350,350,350,3,,,5,5,5,5,Y (Oct C - Nov A),"Original estimate was stated as 350. Peak timing was seen, however the peak inspection found in the SIL from October 14th only shows an estimated 260 seen.This is still slightly before true peak timing for this stream. Estimate was derived from an expert opinion taken into account past years inspections. Recommend that the original estimate is valid with low reliability.",Coho during the Oct. inspection visited all usual coho spawning and holding sites other than creek at head of lakes and spawning riffles and holding pools in left fork. Compared numbers at inspected sites to past estimates for these sites and extrapolated this comparison to estimate coho using the two areas not inspected this season.,,3
tyler_ck,6,hecate_strait_mainland,2009,NA,A/P,A/P,2,,,6,6,,6,Y (Oct C - Nov A),Escapement estimate is valid. Not enough information to generate a reliable escapement estimate.,Coho counts totaling 707 for the two inspection suggest that return was likely average or slightly better than average.,,3
tyler_ck,6,hecate_strait_mainland,2010,NA,A/P,A/P,4,,,,6,,6,Y (Oct C - Nov A),"Pink and chum are the target species for this stream. Escapement estimate is valid. Coho were seen as there were 4 inspections done including peak timing. Inspection quality was poor, with poor countability. Not enough information to generate an escapement estimate, A/P is valid. However it is possible that this year could be reviewed and a moderately accurate estimate could be found from a peak count.", Coho started to show off creek mouth in early August and didn't enter until after rains at end of month. Minimum Coho escapement estimate of 400 based on coho seen holding through creek below cascades before lakes.,,4
tyler_ck,6,hecate_strait_mainland,2011,NA,A/P,A/P,2,,,5,6,,6,N (Oct C - Nov A),"Pink and chum are the target species for this stream. Escapement estimate is valid. Coho were seen but there were only 2 inspections done before peak timing, not enough information to generate an escapement estimate.","Estuary and in stream counts and estimates during arrival off stream, arrival in stream, start and peak of spawning period for pink and chum. Coho arrival off stream and arrival in stream.",,2
tyler_ck,6,hecate_strait_mainland,2012,NA,A/P,A/P,2,,,5,6,,6,N (Oct C - Nov A),"Pink and chum are the target species for this stream. Escapement estimate is valid. Coho were seen but there were only 2 inspections done before peak timing, not enough information to generate an escapement estimate.","Off stream arrival and in stream arrival for Coho.

Counted total of 85 Coho holding in stream during two inspections this season. Low count suggests a weak Coho return.",,2
tyler_ck,6,hecate_strait_mainland,2013,NA,,N/I,,,,,,,,,Not inspected this year.,,,
tyler_ck,6,hecate_strait_mainland,2014,NA,A/P,A/P,3,,,5,6,,6,N (Oct C - Nov A),"Escapement estimate is valid. Peak timing was not seen, not enough information to generate an escapement estimate.","Off stream arrival, in stream arrival for coho.",,3
tyler_ck,6,hecate_strait_mainland,2015,NA,A/P,A/P,3,,,5,5,5,5,N (Oct C - Nov A),"Escapement estimate is valid. Peak timing was not seen, not enough information to generate an escapement estimate.","From observation at arrival off stream, in stream and at start of pink spawning and at peak of chum spawning, coho count from fish seen holding. ",,4
tyler_ck,6,hecate_strait_mainland,2016,NA,A/P,A/P,3,,,5,6,,6,N (Oct C - Nov A),"Escapement estimate is valid. Peak timing was not seen, not enough information to generate an escapement estimate. ",,,3
tyler_ck,6,hecate_strait_mainland,2017,NA,N/I,N/I,,,,,6,,6,,Not inspected this year.,Not inspected.,,
tyler_ck,6,hecate_strait_mainland,2018,NA,A/P,A/P,1,,,,6,,6,N (Oct C - Nov A),"Escapement estimate is valid. Peak timing was not seen, not enough information to generate an escapement estimate.",,,1
tyler_ck,6,hecate_strait_mainland,2019,280,280,A/P,,,,,6,,6,N (Oct C - Nov A),"Escapement estimate is valid, A/P is more approproate. No information listed in the rationale, classification listed as 6. Peak timing was not seen, not enough information to generate an escapement estimate.",,,3
tyler_ck,6,hecate_strait_mainland,2020,NA,N/I,N/I,,,,,6,,6,N (Oct C - Nov A),Not inspected this year.,,,3
tyler_ck,6,hecate_strait_mainland,2021,A/P,A/P,A/P,2,,,12,6,,6,N (Oct C - Nov A),"No rationale stated, peak timing was missed. Original estimate of A/P is valid.",,,3
tyler_ck,6,hecate_strait_mainland,2022,A/P,A/P,A/P,3,,,,6,,6,N (Oct C - Nov A),"No rationale stated, peak timing was missed. Original estimate of A/P is valid.",,,3
tyler_ck,6,hecate_strait_mainland,2023,,,,,,,,,,,,No data available for this year.,,,
tyler_ck,6,hecate_strait_mainland,2024,,,,,,,,,,,,No data available for this year.,,,
west_arm,6,hecate_strait_mainland,1980,NA,N/O,N/O,1,,,,,,,N (Oct C),"Only 1 inspection this year before peak, N/O estimate is valid.",,,1
west_arm,6,hecate_strait_mainland,1981,100,100,A/P,,,,,,,,N (Oct C),"Only 2 inspections this year, both done before peak. No rationale included, no method or reliability. Pink and chum were the target species, estimate likely just the amount of Coho seen on inspections. Could be switched to A/P.",,,2
west_arm,6,hecate_strait_mainland,1982,75,75,A/P,,,,,,,,N (Oct C),"Only 1 inspection this year, done before peak. No rationale included, no method or reliability. Pink and chum were the target species, estimate likely just the amount of Coho seen on inspection. Could be switched to A/P.",,,1
west_arm,6,hecate_strait_mainland,1983,NA,N/I,N/I,,,,,,,,,"Stream not inspected this year, N/I is valid.",,,
west_arm,6,hecate_strait_mainland,1984,100,100,A/P,,,,,,,,,"No rationale, # of inspections, method, or reliability stated. Switch to A/P is recommended.",,,
west_arm,6,hecate_strait_mainland,1985,75,75,A/P,,F,C,,,,,N (Oct C),"Only 2 inspections this year, both done before peak. No rationale included, reliability is a low 1. Pink and chum were the target species, estimate likely just the amount of Coho seen on inspections. Could be switched to A/P.",,,2
west_arm,6,hecate_strait_mainland,1986,300,300,A/P,1,1,1,,,,,N (Oct C),"Only 1 inspection this year, done before peak. No rationale included, reliability is a low 1. Pink and chum were the target species, estimate likely just the amount of Coho seen on inspection. Could be switched to A/P.",,,1
west_arm,6,hecate_strait_mainland,1987,250,250,250,1,1,1,,,,,Y (Oct C),"Only 1 inspection this year, during peak. No rationale included, reliability is a low 1. Pink and chum were the target species, estimate likely just the amount of Coho seen on inspection. Could be switched to A/P. but a peak count is likely valid.",,,1
west_arm,6,hecate_strait_mainland,1988,NA,N/O,N/O,1,1,1,,,,,N (Oct C),"Only 1 inspection this year before peak, N/O estimate is valid.",Little time was spent on this system this year.,,1
